Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
Bmw,X5,2008,2.0,Diesel,Automatic,166381,4,4,6672
Kia,SPORTAGE,2015,4.1,Electric,Manual,63211,5,5,13435
Mercedes,C-CLASS,2021,1.9,Electric,Semi-automatic,251428,3,1,9271
Mercedes,C-CLASS,2000,4.3,Electric,Semi-automatic,145135,5,1,7497
Honda,ACCORD,2005,1.1,Petrol,Automatic,97994,4,4,6240
Chevrolet,MALIBU,2021,2.0,Petrol,Automatic,154699,5,1,10806
Honda,ACCORD,2001,1.4,Petrol,Semi-automatic,287005,4,4,2000
Mercedes,GLA,2019,4.8,Hybrid,Automatic,248488,2,1,12130
Hyundai,TUCSON,2001,2.1,Electric,Semi-automatic,222692,2,2,4046
Chevrolet,EQUINOX,2023,4.0,Petrol,Semi-automatic,147070,4,2,12058
Bmw,3 SERIES,2006,3.1,Petrol,Manual,270680,3,2,3586
Hyundai,ELANTRA,2010,1.9,Hybrid,Semi-automatic,266157,3,1,4676
Toyota,COROLLA,2003,2.5,Petrol,Automatic,8549,4,3,8829
Audi,A3,2004,2.0,Hybrid,Semi-automatic,185876,2,4,4582
Volkswagen,PASSAT,2007,4.7,Petrol,Manual,181983,4,3,7260
Mercedes,E-CLASS,2004,1.6,Electric,Automatic,161978,5,4,7160
Volkswagen,TIGUAN,2003,4.0,Electric,Semi-automatic,70381,5,2,9592
Bmw,3 SERIES,2020,3.3,Diesel,Manual,159932,5,2,10201
Volkswagen,GOLF,2011,2.9,Petrol,Semi-automatic,106916,2,1,8161
Bmw,5 SERIES,2016,2.9,Electric,Manual,149491,3,5,10810
Mercedes,GLA,2021,4.1,Electric,Manual,217505,3,4,12149
Hyundai,TUCSON,2019,3.2,Diesel,Semi-automatic,99797,3,2,11004
Audi,A4,2014,4.0,Diesel,Automatic,233087,3,3,9138
Toyota,COROLLA,2013,4.9,Hybrid,Manual,191897,4,2,10062
Audi,A3,2004,2.7,Diesel,Semi-automatic,125256,2,1,5494
Hyundai,TUCSON,2022,1.6,Petrol,Semi-automatic,203941,2,5,8221
Bmw,3 SERIES,2011,2.9,Electric,Automatic,31425,4,2,13171
Audi,Q5,2000,2.4,Diesel,Semi-automatic,195146,5,2,2597
Ford,FIESTA,2008,2.7,Electric,Automatic,218774,5,1,8324
Toyota,CAMRY,2017,3.3,Diesel,Manual,279509,2,3,6909
Hyundai,SONATA,2008,1.4,Electric,Semi-automatic,192410,5,3,6051
Honda,ACCORD,2012,4.5,Electric,Automatic,176770,4,5,12164
Kia,SPORTAGE,2006,3.4,Hybrid,Automatic,235574,2,4,7088
Ford,EXPLORER,2008,2.1,Petrol,Manual,137146,5,5,5857
Ford,FOCUS,2015,1.9,Electric,Semi-automatic,288636,3,5,6727
Bmw,3 SERIES,2013,1.1,Electric,Semi-automatic,8855,3,2,10922
Kia,OPTIMA,2007,4.0,Diesel,Automatic,19581,5,4,11308
Kia,OPTIMA,2012,4.7,Petrol,Automatic,124920,4,4,11401
Bmw,X5,2014,3.1,Electric,Manual,115840,3,4,11083
Ford,FIESTA,2001,1.5,Petrol,Automatic,198784,4,1,3424
Audi,Q5,2014,1.8,Electric,Semi-automatic,246787,2,1,7164
Audi,Q5,2021,3.5,Petrol,Manual,248083,2,5,8938
Ford,FIESTA,2015,2.3,Hybrid,Manual,208379,5,3,7732
Bmw,5 SERIES,2016,3.3,Electric,Manual,239076,5,2,9418
Audi,A3,2022,1.3,Petrol,Semi-automatic,161773,2,1,8764
Ford,FIESTA,2016,3.9,Hybrid,Automatic,187800,5,4,11544
Volkswagen,TIGUAN,2012,1.2,Electric,Manual,148720,3,2,7925
Audi,Q5,2012,4.4,Electric,Manual,272487,3,1,8650
Toyota,RAV4,2020,3.0,Hybrid,Automatic,90797,4,2,13784
Honda,ACCORD,2009,4.8,Electric,Automatic,210063,3,1,10898
Volkswagen,PASSAT,2007,1.2,Hybrid,Manual,149432,4,3,5411
Mercedes,E-CLASS,2017,2.5,Petrol,Manual,170525,5,3,8289
Toyota,COROLLA,2016,3.3,Diesel,Automatic,283554,2,2,8028
Volkswagen,PASSAT,2016,3.8,Diesel,Semi-automatic,230086,2,5,8098
Audi,A4,2015,4.6,Petrol,Manual,215310,2,4,8893
Audi,A3,2008,3.3,Petrol,Automatic,159950,5,3,8101
Hyundai,SONATA,2005,2.0,Petrol,Semi-automatic,139139,4,5,4817
Hyundai,ELANTRA,2023,4.0,Petrol,Manual,258604,3,4,9827
Audi,A3,2016,2.2,Hybrid,Automatic,284193,2,4,7916
Bmw,X5,2023,3.8,Electric,Manual,255533,4,1,11689
Kia,OPTIMA,2004,4.2,Hybrid,Semi-automatic,231221,3,4,5875
Audi,A4,2023,3.8,Electric,Manual,201522,3,5,12769
Kia,SPORTAGE,2002,3.5,Hybrid,Manual,118648,5,1,6827
Hyundai,ELANTRA,2005,3.1,Petrol,Automatic,170453,2,1,6790
Hyundai,ELANTRA,2021,3.9,Electric,Automatic,78429,2,1,16231
Bmw,3 SERIES,2007,1.2,Electric,Semi-automatic,76098,5,3,7878
Audi,Q5,2007,4.6,Hybrid,Manual,128953,2,4,9220
Hyundai,SONATA,2015,2.7,Diesel,Manual,51432,2,3,10271
Hyundai,SONATA,2002,4.9,Hybrid,Semi-automatic,197530,2,3,6649
Chevrolet,MALIBU,2011,1.7,Diesel,Semi-automatic,215389,5,1,4792
Volkswagen,TIGUAN,2004,1.6,Petrol,Semi-automatic,134151,2,4,4216
Chevrolet,MALIBU,2006,3.2,Diesel,Manual,85061,3,5,7398
Bmw,X5,2015,2.5,Petrol,Automatic,99827,4,2,10603
Bmw,X5,2004,1.9,Electric,Semi-automatic,143356,5,2,6332
Bmw,X5,2013,3.9,Electric,Automatic,176201,3,4,11875
Audi,A4,2004,1.1,Hybrid,Automatic,108671,2,5,6726
Hyundai,TUCSON,2011,4.4,Diesel,Automatic,132007,3,3,10659
Kia,SPORTAGE,2006,2.6,Electric,Automatic,239235,4,5,7215
Honda,CR-V,2012,1.7,Petrol,Automatic,211733,5,3,6665
Audi,Q5,2016,1.3,Diesel,Automatic,141074,3,1,8878
Toyota,CAMRY,2011,2.4,Petrol,Semi-automatic,110704,5,4,7585
Kia,OPTIMA,2014,3.2,Electric,Semi-automatic,170640,3,5,10087
Honda,CR-V,2018,3.4,Diesel,Automatic,87261,4,1,12654
Bmw,5 SERIES,2017,3.4,Electric,Semi-automatic,164190,2,2,11316
Toyota,COROLLA,2015,1.3,Petrol,Manual,155334,2,1,6793
Bmw,3 SERIES,2016,2.9,Electric,Semi-automatic,289360,4,5,8012
Volkswagen,PASSAT,2023,3.1,Diesel,Manual,241457,4,5,9270
Chevrolet,EQUINOX,2001,1.4,Hybrid,Automatic,98192,4,4,6336
Audi,A4,2000,4.2,Petrol,Automatic,94834,5,2,7903
Ford,EXPLORER,2004,1.3,Electric,Automatic,88151,2,2,8336
Hyundai,SONATA,2010,3.4,Hybrid,Manual,38370,5,3,10732
Ford,FOCUS,2016,4.1,Diesel,Manual,254750,3,3,7905
Honda,ACCORD,2019,4.1,Diesel,Semi-automatic,4751,3,5,13804
Audi,Q5,2005,3.5,Diesel,Semi-automatic,233833,3,1,4423
Chevrolet,EQUINOX,2015,2.1,Hybrid,Automatic,210354,3,5,8992
Hyundai,SONATA,2003,2.6,Diesel,Semi-automatic,247388,2,2,2652
Ford,EXPLORER,2005,4.2,Diesel,Automatic,124629,3,2,8807
Toyota,RAV4,2002,4.4,Petrol,Manual,8916,5,2,8921
Volkswagen,PASSAT,2011,3.0,Electric,Manual,284441,2,1,6711
Bmw,X5,2004,1.6,Petrol,Semi-automatic,153548,3,5,3829
Kia,OPTIMA,2006,4.7,Electric,Semi-automatic,292097,2,2,6758
Volkswagen,GOLF,2001,2.8,Diesel,Manual,61013,3,4,5979
Kia,SPORTAGE,2005,2.6,Hybrid,Manual,180538,2,2,5589
Ford,FIESTA,2008,2.4,Petrol,Semi-automatic,158538,2,3,5729
Ford,FIESTA,2023,1.4,Electric,Automatic,78634,2,1,14327
Honda,CR-V,2003,3.7,Hybrid,Semi-automatic,72093,3,2,8258
Hyundai,ELANTRA,2003,1.6,Electric,Semi-automatic,232233,3,3,3955
Honda,ACCORD,2012,4.7,Petrol,Manual,117916,4,4,10041
Honda,CIVIC,2006,1.8,Electric,Automatic,288220,3,3,5435
Bmw,X5,2004,3.1,Petrol,Semi-automatic,196259,3,4,4474
Honda,ACCORD,2006,3.1,Petrol,Semi-automatic,76820,4,3,7463
Hyundai,SONATA,2005,1.1,Petrol,Manual,297669,2,1,2000
Chevrolet,IMPALA,2011,2.0,Petrol,Automatic,211686,4,4,6666
Ford,EXPLORER,2000,4.5,Petrol,Manual,134919,5,5,5901
Toyota,CAMRY,2001,3.3,Diesel,Automatic,188704,3,3,5425
Hyundai,SONATA,2022,2.5,Electric,Automatic,65076,5,4,15398
Volkswagen,GOLF,2000,3.5,Electric,Semi-automatic,243409,2,5,4731
Chevrolet,IMPALA,2006,1.6,Petrol,Manual,129395,2,3,4912
Audi,A3,2023,1.5,Diesel,Automatic,292167,4,4,8156
Mercedes,GLA,2023,1.0,Diesel,Manual,239564,5,1,7208
Audi,A3,2020,1.2,Electric,Automatic,286319,2,2,9073
Toyota,COROLLA,2014,3.8,Diesel,Automatic,282059,4,5,7958
Honda,CR-V,2018,2.9,Hybrid,Semi-automatic,74117,5,3,11917
Toyota,COROLLA,2014,4.8,Electric,Automatic,70217,2,3,15195
Chevrolet,MALIBU,2018,1.2,Petrol,Semi-automatic,35391,2,3,9992
Audi,Q5,2015,3.2,Diesel,Semi-automatic,166329,4,5,8473
Hyundai,TUCSON,2006,4.6,Electric,Automatic,238658,3,1,9226
Hyundai,TUCSON,2011,3.2,Electric,Manual,139866,5,3,9802
Mercedes,C-CLASS,2014,5.0,Diesel,Semi-automatic,151529,5,4,10269
Kia,SPORTAGE,2013,4.5,Electric,Manual,16971,4,2,14160
Hyundai,ELANTRA,2011,4.1,Hybrid,Manual,32785,5,5,11844
Volkswagen,TIGUAN,2003,4.6,Diesel,Automatic,19576,2,5,10708
Toyota,RAV4,2009,4.8,Electric,Manual,113441,4,1,11331
Kia,SPORTAGE,2006,4.5,Hybrid,Manual,246638,4,2,6467
Volkswagen,PASSAT,2018,4.0,Hybrid,Manual,202262,2,4,10454
Bmw,3 SERIES,2010,2.3,Electric,Manual,53742,3,2,10325
Toyota,CAMRY,2004,3.8,Hybrid,Manual,294151,5,2,4216
Volkswagen,GOLF,2001,3.4,Petrol,Manual,237430,4,2,3051
Ford,FOCUS,2017,3.7,Diesel,Semi-automatic,141739,4,3,10065
Chevrolet,EQUINOX,2000,2.6,Electric,Semi-automatic,166188,2,4,5376
Audi,Q5,2000,1.4,Hybrid,Manual,125634,5,5,3987
Hyundai,TUCSON,2018,2.4,Hybrid,Manual,100932,2,4,10881
Audi,Q5,2010,4.0,Electric,Semi-automatic,181033,3,1,9479
Hyundai,SONATA,2007,3.2,Diesel,Manual,213982,2,3,5120
Hyundai,ELANTRA,2019,1.7,Diesel,Manual,123664,4,3,9026
Mercedes,GLA,2019,3.5,Petrol,Semi-automatic,253742,3,1,8225
Bmw,3 SERIES,2007,1.5,Diesel,Semi-automatic,10282,2,5,7494
Volkswagen,TIGUAN,2015,3.1,Petrol,Semi-automatic,295220,2,1,5795
Bmw,3 SERIES,2000,4.8,Hybrid,Manual,237133,2,1,5157
Kia,OPTIMA,2007,4.9,Diesel,Manual,155788,5,1,7984
Honda,ACCORD,2020,2.4,Diesel,Semi-automatic,81351,4,4,10872
Audi,A4,2020,2.2,Electric,Automatic,199392,4,2,11812
Honda,ACCORD,2012,1.3,Hybrid,Manual,257281,4,3,4854
Chevrolet,EQUINOX,2000,3.8,Electric,Semi-automatic,278822,5,2,4323
Hyundai,TUCSON,2021,4.2,Diesel,Semi-automatic,215585,5,3,10288
Audi,Q5,2008,4.4,Petrol,Semi-automatic,20870,3,4,10482
Audi,A3,2022,2.8,Hybrid,Semi-automatic,44239,2,5,13615
Bmw,5 SERIES,2009,4.2,Hybrid,Automatic,56873,2,3,12362
Hyundai,ELANTRA,2009,3.3,Petrol,Automatic,1453,5,3,11570
Audi,A3,2004,4.8,Petrol,Semi-automatic,292305,3,3,4253
Mercedes,C-CLASS,2018,4.4,Petrol,Manual,276567,4,2,8368
Mercedes,E-CLASS,2018,2.7,Hybrid,Automatic,160770,3,4,11484
Toyota,COROLLA,2007,2.8,Diesel,Manual,36288,4,1,8274
Kia,RIO,2020,4.3,Petrol,Semi-automatic,115453,3,2,12090
Audi,A4,2001,2.7,Petrol,Manual,130544,5,4,4489
Bmw,5 SERIES,2016,4.6,Diesel,Semi-automatic,122186,3,5,11056
Volkswagen,TIGUAN,2000,3.7,Diesel,Automatic,6755,3,2,9164
Volkswagen,PASSAT,2001,4.9,Diesel,Semi-automatic,251811,3,3,4263
Ford,EXPLORER,2006,1.7,Petrol,Semi-automatic,179625,3,5,4007
Toyota,COROLLA,2013,3.2,Diesel,Semi-automatic,156713,3,2,8065
Chevrolet,EQUINOX,2012,4.5,Diesel,Semi-automatic,152203,3,3,9155
Volkswagen,GOLF,2002,1.1,Diesel,Automatic,212399,2,5,3052
Chevrolet,MALIBU,2005,1.6,Petrol,Automatic,281145,5,3,3077
Kia,OPTIMA,2005,1.1,Petrol,Semi-automatic,44195,5,5,5816
Ford,EXPLORER,2015,4.8,Petrol,Semi-automatic,239695,5,4,8606
Honda,ACCORD,2002,4.7,Petrol,Automatic,222672,5,3,6446
Bmw,3 SERIES,2010,1.1,Electric,Automatic,31604,2,1,11067
Toyota,RAV4,2019,4.3,Diesel,Manual,279294,3,1,8514
Bmw,X5,2011,4.6,Diesel,Automatic,212129,3,1,9257
Volkswagen,TIGUAN,2018,4.8,Electric,Semi-automatic,176896,3,3,12762
Toyota,COROLLA,2020,3.5,Petrol,Manual,173012,2,3,10139
Kia,SPORTAGE,2016,2.0,Petrol,Manual,131907,3,3,8261
Bmw,3 SERIES,2001,1.2,Electric,Semi-automatic,39712,4,3,6805
Volkswagen,PASSAT,2011,3.4,Electric,Manual,156121,4,3,9677
Kia,SPORTAGE,2012,3.8,Hybrid,Semi-automatic,228277,5,2,7934
Honda,ACCORD,2015,1.2,Hybrid,Manual,13093,4,2,10538
Audi,A3,2006,1.4,Diesel,Manual,187887,3,2,3542
Ford,EXPLORER,2021,1.8,Diesel,Manual,189834,4,5,8403
Toyota,COROLLA,2012,3.8,Hybrid,Semi-automatic,48417,3,5,11531
Ford,FOCUS,2007,1.3,Diesel,Automatic,32383,4,5,8352
Hyundai,ELANTRA,2012,4.4,Petrol,Semi-automatic,179403,5,3,8511
Toyota,CAMRY,2003,1.1,Diesel,Automatic,219959,3,4,3200
Kia,OPTIMA,2011,1.1,Diesel,Automatic,220420,2,4,5591
Mercedes,C-CLASS,2000,2.5,Hybrid,Semi-automatic,230751,3,1,2984
Kia,SPORTAGE,2023,2.1,Diesel,Manual,146812,5,2,10163
Ford,FIESTA,2002,3.3,Diesel,Manual,216463,5,5,3670
Toyota,RAV4,2013,3.9,Diesel,Semi-automatic,127919,3,4,9341
Ford,FIESTA,2012,4.9,Electric,Semi-automatic,112137,4,2,12357
Kia,RIO,2018,1.4,Petrol,Semi-automatic,292668,4,2,5046
Audi,Q5,2020,4.4,Petrol,Semi-automatic,18372,5,1,14132
Honda,ACCORD,2010,2.4,Electric,Semi-automatic,272383,3,4,6052
Audi,Q5,2021,4.2,Diesel,Manual,16425,2,3,14271
Toyota,RAV4,2017,3.7,Diesel,Semi-automatic,254043,5,3,7819
Bmw,5 SERIES,2010,3.5,Electric,Manual,229393,4,5,8012
Bmw,3 SERIES,2008,2.1,Petrol,Automatic,266257,5,1,4774
Hyundai,TUCSON,2014,4.3,Petrol,Manual,296971,4,4,6660
Hyundai,SONATA,2016,3.4,Petrol,Automatic,171956,3,3,10360
Kia,SPORTAGE,2007,2.4,Petrol,Manual,118305,4,5,6233
Honda,ACCORD,2015,2.2,Hybrid,Manual,112328,4,3,9553
Hyundai,ELANTRA,2008,4.6,Electric,Semi-automatic,103664,2,2,11026
Mercedes,GLA,2017,2.4,Diesel,Automatic,72130,3,3,11657
Ford,FIESTA,2009,2.9,Hybrid,Semi-automatic,6037,5,2,10579
Bmw,3 SERIES,2020,2.1,Petrol,Manual,50793,3,3,11184
Audi,A4,2003,2.3,Hybrid,Semi-automatic,191174,5,3,4476
Volkswagen,PASSAT,2021,2.8,Petrol,Manual,134173,2,5,10516
Ford,EXPLORER,2023,2.4,Petrol,Automatic,22168,5,4,14456
Kia,OPTIMA,2009,3.3,Hybrid,Automatic,33225,4,4,11935
Hyundai,ELANTRA,2009,4.3,Petrol,Manual,29548,4,1,10509
Volkswagen,PASSAT,2004,3.6,Electric,Automatic,40858,2,2,11582
Volkswagen,TIGUAN,2022,3.4,Petrol,Automatic,184951,4,2,11900
Mercedes,C-CLASS,2021,3.7,Hybrid,Semi-automatic,19065,4,5,14718
Mercedes,E-CLASS,2007,2.8,Hybrid,Automatic,146189,4,3,8576
Mercedes,E-CLASS,2012,4.6,Petrol,Semi-automatic,204744,3,2,8205
Chevrolet,EQUINOX,2007,3.3,Diesel,Semi-automatic,114787,4,3,7204
Mercedes,C-CLASS,2005,4.5,Petrol,Semi-automatic,292008,5,2,4259
Bmw,3 SERIES,2022,4.8,Petrol,Automatic,85532,3,5,15289
Bmw,5 SERIES,2019,2.3,Electric,Semi-automatic,212627,2,1,9847
Volkswagen,TIGUAN,2016,3.9,Electric,Automatic,249972,3,1,11300
Toyota,RAV4,2018,2.8,Hybrid,Semi-automatic,134787,4,1,10604
Ford,EXPLORER,2008,3.7,Diesel,Semi-automatic,118324,3,1,7833
Bmw,5 SERIES,2014,3.9,Petrol,Automatic,69238,5,3,12315
Toyota,RAV4,2009,5.0,Electric,Manual,177043,2,3,10259
Audi,A4,2019,1.6,Petrol,Semi-automatic,126184,4,2,8876
Audi,Q5,2007,1.5,Diesel,Manual,107002,5,2,5559
Kia,SPORTAGE,2003,1.6,Hybrid,Semi-automatic,259664,3,4,2406
Toyota,RAV4,2018,1.2,Petrol,Semi-automatic,108338,3,3,8533
Chevrolet,MALIBU,2015,4.9,Hybrid,Manual,97726,3,5,12545
Bmw,X5,2011,4.6,Electric,Semi-automatic,232629,3,2,9347
Audi,Q5,2007,3.3,Electric,Automatic,101386,5,4,10972
Hyundai,SONATA,2023,1.9,Hybrid,Semi-automatic,102533,5,5,11849
Hyundai,ELANTRA,2003,4.2,Hybrid,Semi-automatic,141075,3,4,7378
Hyundai,TUCSON,2003,3.1,Diesel,Semi-automatic,173418,2,3,4631
Chevrolet,EQUINOX,2010,3.8,Petrol,Automatic,285401,2,2,6691
Honda,CIVIC,2018,2.9,Diesel,Automatic,292244,3,4,8055
Audi,A3,2014,3.9,Diesel,Semi-automatic,17369,3,3,11852
Ford,EXPLORER,2002,4.3,Diesel,Manual,115187,5,2,6696
Toyota,CAMRY,2003,1.1,Hybrid,Semi-automatic,96140,5,2,5177
Honda,CIVIC,2003,4.1,Electric,Manual,16736,2,3,10765
Ford,FIESTA,2006,1.1,Petrol,Automatic,211012,3,5,4279
Chevrolet,IMPALA,2023,1.7,Petrol,Automatic,1631,5,2,14167
Hyundai,ELANTRA,2022,2.7,Electric,Manual,279475,2,3,9810
Chevrolet,IMPALA,2019,4.0,Hybrid,Semi-automatic,124977,3,3,12300
Honda,ACCORD,2000,3.7,Diesel,Automatic,18159,3,1,8936
Toyota,CAMRY,2006,3.0,Petrol,Automatic,169890,5,1,7002
Hyundai,TUCSON,2011,1.0,Diesel,Manual,184645,3,3,4707
Kia,SPORTAGE,2020,1.6,Electric,Automatic,81288,5,4,13574
Toyota,COROLLA,2011,1.1,Electric,Manual,198502,3,2,6529
Hyundai,TUCSON,2000,1.6,Petrol,Manual,51098,4,2,4678
Audi,A4,2005,4.1,Electric,Manual,266230,5,4,6375
Honda,CIVIC,2017,4.3,Petrol,Automatic,140185,4,3,12196
Hyundai,ELANTRA,2001,2.5,Electric,Semi-automatic,179706,5,2,5305
Audi,A3,2018,2.7,Hybrid,Automatic,160171,5,1,11496
Audi,A3,2018,4.1,Petrol,Manual,206059,5,3,9478
Honda,CIVIC,2011,1.8,Hybrid,Semi-automatic,273414,3,4,4731
Chevrolet,MALIBU,2019,3.4,Diesel,Semi-automatic,257955,3,1,8040
Volkswagen,PASSAT,2023,1.7,Hybrid,Manual,48544,3,1,12729
Chevrolet,IMPALA,2021,4.2,Hybrid,Automatic,17008,5,3,16759
Ford,EXPLORER,2016,3.3,Petrol,Manual,270132,4,2,6797
Hyundai,TUCSON,2020,3.7,Diesel,Manual,213939,5,5,9521
Kia,SPORTAGE,2014,3.5,Electric,Manual,57902,2,2,12641
Toyota,RAV4,2000,2.7,Petrol,Manual,63178,3,3,5536
Mercedes,C-CLASS,2005,1.1,Hybrid,Automatic,255461,2,4,4090
Bmw,X5,2003,4.2,Hybrid,Automatic,122228,5,3,9255
Volkswagen,PASSAT,2013,4.2,Petrol,Automatic,127524,3,5,11149
Ford,FOCUS,2006,4.8,Electric,Semi-automatic,102424,4,3,10651
Kia,SPORTAGE,2018,1.8,Hybrid,Automatic,9277,5,2,13614
Ford,EXPLORER,2014,1.3,Diesel,Automatic,136281,3,1,8374
Ford,EXPLORER,2008,1.4,Petrol,Semi-automatic,82203,5,1,6255
Chevrolet,EQUINOX,2021,3.1,Diesel,Manual,277817,5,3,7943
Hyundai,SONATA,2017,4.4,Hybrid,Semi-automatic,248658,5,4,9626
Audi,A3,2023,1.5,Electric,Semi-automatic,109856,2,1,12302
Hyundai,ELANTRA,2011,3.0,Electric,Semi-automatic,131585,4,5,9768
Audi,A3,2010,1.6,Petrol,Automatic,173267,3,1,6734
Bmw,X5,2010,3.6,Diesel,Manual,148488,4,2,7730
Chevrolet,EQUINOX,2013,4.2,Diesel,Semi-automatic,102212,4,5,10155
Mercedes,GLA,2021,4.6,Electric,Manual,20503,2,2,16589
Mercedes,E-CLASS,2022,3.3,Petrol,Automatic,57797,5,3,14344
Volkswagen,TIGUAN,2001,4.9,Hybrid,Automatic,85649,5,3,10087
Ford,FOCUS,2019,2.0,Hybrid,Manual,68443,3,1,11431
Audi,A4,2020,4.7,Petrol,Automatic,128780,2,5,13724
Chevrolet,MALIBU,2011,3.2,Diesel,Manual,23945,3,1,10121
Honda,CR-V,2009,3.7,Diesel,Semi-automatic,214263,3,4,6214
Chevrolet,EQUINOX,2010,4.9,Hybrid,Automatic,209826,5,2,10303
Honda,CR-V,2013,1.0,Electric,Semi-automatic,31173,3,3,10376
Kia,RIO,2002,4.5,Diesel,Manual,181732,3,1,5565
Kia,SPORTAGE,2009,4.3,Petrol,Manual,206372,3,1,6972
Chevrolet,IMPALA,2006,2.0,Electric,Automatic,35063,4,5,10698
Ford,FOCUS,2002,2.2,Diesel,Semi-automatic,132138,5,2,4257
Hyundai,TUCSON,2014,4.6,Electric,Automatic,227591,5,3,11848
Audi,A3,2007,1.0,Diesel,Semi-automatic,104108,5,4,5117
Ford,FIESTA,2001,4.1,Petrol,Automatic,113204,3,3,7735
Ford,FIESTA,2013,4.6,Petrol,Manual,103598,5,4,10528
Mercedes,C-CLASS,2017,3.1,Hybrid,Manual,227407,2,4,8751
Chevrolet,EQUINOX,2014,1.8,Petrol,Manual,132811,4,3,7443
Volkswagen,PASSAT,2023,2.3,Diesel,Automatic,161315,3,2,11573
Hyundai,TUCSON,2015,2.6,Diesel,Automatic,195860,5,2,8782
Toyota,RAV4,2017,2.5,Electric,Automatic,188471,4,5,11430
Honda,ACCORD,2020,3.7,Hybrid,Semi-automatic,193168,4,4,10936
Bmw,X5,2018,3.6,Diesel,Manual,27859,3,5,12542
Toyota,CAMRY,2020,1.7,Diesel,Manual,51339,5,2,10773
Bmw,5 SERIES,2013,2.4,Hybrid,Semi-automatic,277398,2,5,5852
Toyota,COROLLA,2017,2.2,Diesel,Automatic,101345,4,2,10873
Toyota,RAV4,2004,3.1,Petrol,Semi-automatic,201488,4,4,4370
Audi,Q5,2001,4.2,Electric,Manual,88810,3,3,8823
Ford,FIESTA,2020,1.2,Petrol,Semi-automatic,108945,2,1,9121
Honda,ACCORD,2015,1.5,Hybrid,Manual,273037,3,1,5639
Audi,Q5,2016,2.6,Petrol,Semi-automatic,104007,3,1,9419
Honda,CR-V,2013,3.6,Hybrid,Manual,24972,4,4,12100
Chevrolet,IMPALA,2001,1.1,Hybrid,Manual,255167,5,4,2000
Honda,CIVIC,2019,2.2,Petrol,Automatic,282943,5,4,7841
Mercedes,C-CLASS,2000,2.4,Electric,Semi-automatic,269224,5,3,3115
Volkswagen,PASSAT,2004,3.1,Electric,Manual,182422,5,3,6751
Chevrolet,EQUINOX,2004,1.9,Diesel,Manual,215554,3,5,2888
Toyota,CAMRY,2010,4.3,Hybrid,Manual,86940,3,1,10661
Mercedes,E-CLASS,2012,4.9,Diesel,Semi-automatic,66286,3,5,11274
Honda,CIVIC,2000,1.2,Diesel,Semi-automatic,290305,3,1,2000
Audi,A4,2012,4.6,Hybrid,Semi-automatic,240475,2,4,8490
Hyundai,ELANTRA,2007,1.6,Electric,Semi-automatic,68137,4,4,8437
Ford,EXPLORER,2000,1.6,Petrol,Manual,34978,2,5,5000
Toyota,COROLLA,2000,2.7,Diesel,Manual,263062,4,2,2000
Audi,A4,2019,4.3,Electric,Semi-automatic,210476,2,1,11890
Chevrolet,EQUINOX,2020,1.1,Hybrid,Automatic,219136,5,1,9317
Volkswagen,TIGUAN,2004,2.7,Hybrid,Automatic,92418,4,4,8651
Toyota,CAMRY,2000,3.8,Electric,Semi-automatic,83933,3,4,8221
Volkswagen,TIGUAN,2015,1.5,Petrol,Manual,172799,3,3,6644
Chevrolet,IMPALA,2002,3.3,Hybrid,Automatic,281252,4,2,4874
Chevrolet,IMPALA,2009,2.5,Diesel,Manual,145137,2,2,6397
Honda,ACCORD,2008,2.6,Electric,Manual,22989,5,4,10640
Hyundai,ELANTRA,2014,3.4,Electric,Semi-automatic,169389,2,2,10312
Ford,FIESTA,2021,3.0,Diesel,Automatic,267112,5,2,9557
Bmw,5 SERIES,2004,4.1,Petrol,Manual,161857,4,5,6162
Ford,EXPLORER,2014,4.7,Diesel,Manual,93518,3,4,11129
Kia,SPORTAGE,2008,1.8,Diesel,Automatic,226159,3,3,5276
Ford,EXPLORER,2000,1.5,Petrol,Automatic,23346,3,4,6633
Audi,A3,2019,2.7,Petrol,Manual,280751,3,4,6884
Honda,ACCORD,2005,2.0,Diesel,Semi-automatic,282072,3,5,2000
Mercedes,C-CLASS,2014,1.3,Diesel,Semi-automatic,67749,2,3,8245
Chevrolet,MALIBU,2001,2.5,Petrol,Automatic,193247,5,1,4535
Audi,A3,2012,1.8,Hybrid,Automatic,287148,4,5,6257
Ford,EXPLORER,2017,3.1,Diesel,Manual,52062,2,4,11258
Honda,CIVIC,2000,4.6,Electric,Manual,231301,5,5,6073
Audi,A3,2011,2.7,Petrol,Manual,65650,4,3,8787
Bmw,5 SERIES,2006,1.8,Diesel,Semi-automatic,261314,3,1,2473
Mercedes,GLA,2002,2.9,Electric,Automatic,282974,2,5,5440
Honda,ACCORD,2023,3.3,Petrol,Semi-automatic,162757,2,1,11044
Bmw,5 SERIES,2019,3.5,Electric,Automatic,69098,3,4,15418
Bmw,5 SERIES,2002,2.9,Diesel,Automatic,282768,2,3,3444
Kia,RIO,2008,4.3,Petrol,Automatic,255308,2,1,7193
Kia,OPTIMA,2000,4.9,Petrol,Manual,162622,5,2,5747
Toyota,CAMRY,2012,2.6,Petrol,Automatic,79713,3,3,10205
Bmw,3 SERIES,2023,1.7,Diesel,Manual,75400,5,4,11192
